plot,lidar,Total return count,Return 1 count,Return 2 count,Return 3 count,Return 4 count,Return 5 count,Return 6 count,Return 7 count,Return 8 count,Return 9 count,Other return count,Elev minimum,Elev maximum,Elev mean,Elev mode,Elev stddev,Elev variance,Elev CV,Elev IQ,Elev skewness,Elev kurtosis,Elev AAD,Elev MAD median,Elev MAD mode,Elev L1,Elev L2,Elev L3,Elev L4,Elev L CV,Elev L skewness,Elev L kurtosis,Elev P01,Elev P05,Elev P10,Elev P20,Elev P25,Elev P30,Elev P40,Elev P50,Elev P60,Elev P70,Elev P75,Elev P80,Elev P90,Elev P95,Elev P99,Canopy relief ratio,Elev SQRT mean SQ,Elev CURT mean CUBE,Int minimum,Int maximum,Int mean,Int mode,Int stddev,Int variance,Int CV,Int IQ,Int skewness,Int kurtosis,Int AAD,Int L1,Int L2,Int L3,Int L4,Int L CV,Int L skewness,Int L kurtosis,Int P01,Int P05,Int P10,Int P20,Int P25,Int P30,Int P40,Int P50,Int P60,Int P70,Int P75,Int P80,Int P90,Int P95,Int P99,Percentage first returns above 20.00,Percentage all returns above 20.00,(All returns above 20.00) / (Total first returns) * 100,First returns above 20.00,All returns above 20.00,Percentage first returns above mean,Percentage first returns above mode,Percentage all returns above mean,Percentage all returns above mode,(All returns above mean) / (Total first returns) * 100,(All returns above mode) / (Total first returns) * 100,First returns above mean,First returns above mode,All returns above mean,All returns above mode,Total first returns,Total all returns,Profile area
J3,2017,54928,40088,12518,2128,194,0,0,0,0,0,0,-1.08,35.209999,19.848009,23.689364,7.534847,56.773926,0.379627,9.51,-0.60681,3.045976,5.984318,4.709999,4.809365,19.848009,4.206417,-0.515279,0.546504,0.211931,-0.122498,0.129921,0.06,4.69,9.34,13.92,15.42,16.6,19.049999,20.950001,22.75,24.219999,24.93,26.040001,28.780001,30.969999,33.400002,0.576688,21.230081,22.199218,1,86,26.644917,27.984127,15.31019,234.401924,0.574601,23,0.300527,2.384548,12.669101,26.644917,8.741397,0.526097,0.531734,0.32807,0.060185,0.060829,1,4,6,11,14,17,22,26,30,35,37,40,48,53,62,69.317501,55.432566,75.952904,27788,30448,70.020954,44.382359,56.149869,33.855229,76.935741,46.387947,28070,17792,30842,18596,40088,54928,58.41896
K2,2017,13890,10033,3186,604,67,0,0,0,0,0,0,-0.57,30.5,16.725874,-0.076825,8.055925,64.897935,0.481645,11.07,-0.774014,2.496307,6.605428,4.51,19.166826,16.725874,4.437477,-0.931922,0.361405,0.265306,-0.210012,0.081444,-0.11,0.26,2.469,8.92,11.65,14.337002,17.41,19.09,20.709999,22.049999,22.719999,23.5,24.84,26.389999,29.09,0.556674,18.564701,19.601003,1,116,33.874442,4.650794,21.113569,445.78278,0.623289,32,0.505233,2.69662,17.495069,33.874442,11.954924,1.213235,0.735219,0.352919,0.101484,0.061499,2,5,7,13,16,19,26,32,39,45,48,52,62,72,89,58.307585,44.535637,61.656533,5850,6186,78.441144,99.461776,63.470122,98.646508,87.870029,136.569321,7870,9979,8816,13702,10033,13890,56.495586
J4,2017,30087,20686,7969,1328,104,0,0,0,0,0,0,-0.62,35.09,21.639294,22.619841,7.66006,58.676524,0.353988,9.160002,-0.764226,3.431207,5.896735,4.58,4.580159,21.639294,4.228788,-0.563476,0.618337,0.195422,-0.133248,0.146221,0.2086,5.8,11.1,16.610001,17.879999,19.01,20.73,22.4,23.940001,25.860001,27.040001,28.48,31.23,32.450001,33.919998,0.623335,22.955035,23.868687,1,75,25.012264,6.873016,14.871953,221.174981,0.594586,23,0.39688,2.425154,12.362721,25.012264,8.470381,0.724422,0.480401,0.338649,0.085524,0.056715,1,4,6,10,12,15,20,24,28,33,35,38,45,52,61,78.52654,64.419849,93.69622,16244,19382,68.495601,62.13381,54.388939,48.725363,79.106642,70.869187,14169,12853,16364,14660,20686,30087,62.788883
I1,2017,57627,40624,14508,2322,173,0,0,0,0,0,0,-0.59,32.599998,17.424047,21.00984,6.667017,44.449109,0.382633,7.739999,-0.719221,3.309048,5.156711,3.83,4.129841,17.424047,3.673998,-0.51998,0.569818,0.210858,-0.14153,0.155095,0.28,2.57,7.8,12.95,14.22,15.17,16.780001,18.34,19.889999,21.280001,21.959999,22.700001,24.889999,26.98,29.76,0.542755,18.655985,19.487098,1,89,26.654554,3.793651,15.644029,244.735644,0.586918,25,0.358861,2.487927,13.028953,26.654554,8.912366,0.619585,0.497248,0.334366,0.06952,0.055793,1,4,6,11,13,16,21,26,31,35,38,40,48,54,65,51.826506,39.295816,55.742911,21054,22645,69.7051,43.570303,55.581585,32.342478,78.845018,45.879283,28317,17700,32030,18638,40624,57627,57.526753
I2,2017,114160,81049,27897,4769,445,0,0,0,0,0,0,-0.82,31.99,18.500331,19.490952,5.842302,34.132498,0.315794,6.8,-1.048054,4.053683,4.439982,3.370001,3.380952,18.500331,3.158594,-0.61184,0.515248,0.170732,-0.193706,0.163126,0.25,6.72,10,14.7,15.78,16.860001,18.43,19.530001,20.639999,21.83,22.58,23.389999,24.83,25.98,27.58,0.588855,19.400888,20.014436,1,85,26.693956,5,15.763438,248.485966,0.590525,25,0.385322,2.454647,13.10039,26.693956,8.979078,0.721519,0.517542,0.336371,0.080356,0.057639,2,4,6,11,13,16,21,26,30,35,38,41,49,55,65,60.174709,45.539594,64.143913,48771,51988,75.439549,65.556639,59.299229,50.389804,83.524781,70.975583,61143,53133,67696,57525,81049,114160,66.043115
I3,2017,133142,98549,29939,4384,270,0,0,0,0,0,0,-0.82,31.809999,17.559326,18.34365,6.267672,39.283707,0.356943,7.44,-0.820217,3.482908,4.833479,3.69,3.693651,17.559326,3.446978,-0.52599,0.512752,0.196305,-0.152594,0.148754,0.15,3.94,8.92,13.17,14.47,15.51,17.040001,18.389999,19.74,21.15,21.91,22.82,25.139999,26.15,27.5,0.563265,18.644392,19.382355,1,87,27.821356,33.761905,15.628374,244.24607,0.56174,24,0.291329,2.420386,12.930474,27.821356,8.920496,0.495958,0.570266,0.320635,0.055598,0.063928,2,5,7,12,15,18,23,28,32,36,39,42,49,55,64,48.801104,38.233615,51.654507,48093,50905,68.79116,62.668317,56.075468,50.367277,75.759267,68.047367,67793,61759,74660,67060,98549,133142,62.80036
I4,2017,228940,159184,58600,10368,788,0,0,0,0,0,0,-0.63,33.099998,20.585918,26.13984,6.761941,45.72385,0.328474,9.040001,-0.905825,3.688937,5.332429,4.389999,4.650161,20.585918,3.710545,-0.626725,0.483413,0.180247,-0.168904,0.130281,0.33,6.58,12.17,15.51,16.639999,17.719999,20.01,21.82,23.34,24.91,25.68,26.35,27.91,29.58,31.610001,0.628993,21.668033,22.418713,1,86,25.037861,3.698413,15.285095,233.634129,0.610479,23,0.467049,2.525842,12.668119,25.037861,8.678988,0.880128,0.523473,0.346635,0.101409,0.060315,1,4,6,10,12,15,19,24,28,33,35,38,47,53,62,76.304151,60.013977,86.312695,121464,137396,73.421952,30.352297,57.057744,21.687778,82.061011,31.191577,116876,48316,130628,49652,159184,228940,64.117854
H1,2017,13909,9991,3387,498,33,0,0,0,0,0,0,-0.61,32.630001,15.288461,21.550001,7.78462,60.600312,0.509183,12.780001,-0.20703,2.067962,6.691717,6.119999,6.04,15.288461,4.458788,-0.287963,0.148577,0.291644,-0.064583,0.033322,0.0008,1.814,4.14,7.516001,8.91,10.21,13.33,16.6,18.77,20.780001,21.690001,22.549999,24.622002,25.891993,31.030001,0.478293,17.156136,18.425138,1,75,25.750737,26.84127,14.593832,212.979926,0.566735,22,0.27402,2.295601,12.129759,25.750737,8.348255,0.484448,0.482237,0.324195,0.05803,0.057765,1,4,6,11,14,16,21,25,29,34,36,39,46,51,58,44.750275,33.834208,47.102392,4471,4706,66.059454,35.081573,53.504925,25.954418,74.487038,36.132519,6600,3505,7442,3610,9991,13909,48.260205
H2,2017,13514,10102,3002,380,30,0,0,0,0,0,0,-0.5,27.360001,13.676337,18.957778,6.794083,46.159565,0.496777,10.98,-0.230291,2.051445,5.763975,5.5,5.507778,13.676337,3.902698,-0.234012,0.136962,0.285361,-0.059962,0.035094,0.02,1.63,3.86,7.14,8.5,9.53,12.06,14.01,16.290001,18.590996,19.48,20.379999,22.25,23.57,25.35,0.508842,15.270833,16.361028,1,72,27.008732,26.920635,14.505268,210.402795,0.537058,22,0.164424,2.220528,12.037412,27.008732,8.3171,0.27125,0.481355,0.307941,0.032613,0.057875,2,5,7,12,15,18,23,27,31,35,37,40,47,52,58,28.707187,22.103004,29.568402,2900,2987,62.047119,35.982974,51.709338,28.022791,69.174421,37.487626,6268,3635,6988,3787,10102,13514,52.937612
H3,2017,13832,10045,3281,464,42,0,0,0,0,0,0,-0.82,29.59,16.604879,21.384127,6.781091,45.983195,0.408379,9.792501,-0.655633,2.54748,5.608134,4.315,4.034127,16.604879,3.801583,-0.631304,0.290791,0.228944,-0.166063,0.076492,0.07,3.43,6.1,10.31,12.077499,13.9,16.07,18.285,19.77,21.219999,21.870001,22.540001,24.139999,25.4,27.303808,0.572998,17.936049,18.818561,1,76,26.75629,6.952381,14.820638,219.651323,0.553912,23,0.221744,2.300399,12.285682,26.75629,8.479795,0.3633,0.50702,0.316927,0.042843,0.059792,2,5,7,11,14,17,23,27,31,35,37,40,47,52,60,50.970632,38.62059,53.180687,5120,5342,72.025884,38.576406,57.851359,28.788317,79.661523,39.641613,7235,3875,8002,3982,10045,13832,59.796882
H4,2017,13294,9984,2949,339,22,0,0,0,0,0,0,-0.59,27.129999,13.156697,18.769999,6.606481,43.645587,0.502138,10.7375,-0.196416,2.030128,5.657027,5.34,5.62,13.156697,3.796379,-0.204113,0.122345,0.288551,-0.053765,0.032227,0.02,1.84,3.453001,6.95,7.9925,9.06,11.27,13.6,15.877998,17.890995,18.73,19.540001,21.407001,22.84,25.299999,0.495913,14.722126,15.7987,1,70,26.638559,24,14.550923,211.729352,0.546235,22,0.290622,2.383905,11.95672,26.638559,8.306896,0.497949,0.601952,0.311837,0.059944,0.072464,2,5,7,12,15,18,22,26,30,34,37,40,47,52,60,23.267228,17.759892,23.647837,2323,2361,62.690304,32.171474,51.602227,24.763051,68.709936,32.972756,6259,3212,6860,3292,9984,13294,50.981919
G1,2017,13719,9941,3263,482,33,0,0,0,0,0,0,-0.58,30.389999,14.812966,22.033015,7.824661,61.225325,0.528231,12.77,-0.258117,1.984304,6.674138,6.24,6.426984,14.812966,4.492627,-0.322186,0.118814,0.30329,-0.071714,0.026446,-0.03,1.009,3.17,6.82,8.74,10.17,13.062002,15.77,17.897997,20.375996,21.51,22.454004,24.620001,25.940996,28.1,0.497028,16.752457,18.015682,1,81,27.214301,28.936508,15.782385,249.083682,0.57993,24,0.39323,2.4413,13.033932,27.214301,8.988294,0.760841,0.588561,0.330278,0.084648,0.065481,2,5,7,12,14,17,22,26,31,35,38,41,50,55,65,41.253395,31.656826,43.687758,4101,4343,65.023639,29.916507,54.049129,22.472483,74.590081,31.012977,6464,2974,7415,3083,9941,13719,51.694106
K3,2017,14021,9980,3374,613,54,0,0,0,0,0,0,-0.54,28.959999,15.013174,-0.071746,7.710966,59.458991,0.513613,12.06,-0.522634,2.136503,6.553308,5.130001,17.221746,15.013174,4.356195,-0.641199,0.178835,0.290158,-0.147192,0.041053,-0.15,0.19,2.57,7.01,9.14,10.81,14.66,17.15,18.780001,20.32,21.200001,21.91,23.809999,25.18,27.09,0.527226,16.877504,17.989815,1,113,33.556665,4.555556,20.841382,434.363212,0.62108,32,0.468126,2.572813,17.24487,33.556665,11.827249,1.158337,0.735282,0.352456,0.097938,0.062168,2,5,7,13,16,19,26,32,38,45,48,52,62,71,86,43.637275,31.887882,44.799599,4355,4471,76.783567,99.719439,58.947293,98.138507,82.815631,137.875752,7663,9952,8265,13760,9980,14021,54.410447
G2,2017,13212,9846,2954,392,20,0,0,0,0,0,0,-0.75,34.169998,13.597974,11.444285,7.126142,50.7819,0.524059,10.34,0.093936,2.473891,5.786096,5.120001,5.144285,13.597974,4.062795,0.064893,0.386611,0.298779,0.015973,0.095159,-0.03,1.28,3.83,7.41,8.73,9.82,11.723999,13.25,15.12,17.540001,19.07,20.267998,22.779005,25.454502,29.808895,0.410881,15.351969,16.654809,1,78,27.970481,5.888889,15.588883,243.013283,0.557333,24,0.29204,2.338693,12.89518,27.970481,8.90777,0.545167,0.563979,0.31847,0.061201,0.063313,2,5,7,12,15,18,23,27,32,36,39,42,50,55,64,27.43246,21.147442,28.377006,2701,2794,57.769653,71.937843,48.11535,61.557675,64.56429,82.602072,5688,7083,6357,8133,9846,13212,44.595992
G3,2017,13430,9995,3044,364,27,0,0,0,0,0,0,-0.61,31.66,12.906644,14.244444,7.06403,49.900516,0.547317,11.22,0.03438,2.19531,5.942836,5.57,5.544445,12.906644,4.055731,-0.003488,0.21478,0.314236,-0.00086,0.052957,-0.0171,1.25,3,6.09,7.11,8.447,10.92,13.2,15.193998,17.252998,18.33,19.540001,22.01,24.01,28.495499,0.418861,14.7132,15.997555,1,82,27.798362,28,15.272236,233.241192,0.549393,23,0.301394,2.397996,12.605069,27.798362,8.719217,0.535138,0.599642,0.313659,0.061375,0.068773,2,5,7,13,16,18,23,27,31,36,39,41,49,55,63,23.241621,18.049144,24.252126,2323,2424,61.350675,54.877439,51.146687,45.026061,68.724362,60.50025,6132,5485,6869,6047,9995,13430,44.25291
G4,2017,14010,10098,3436,456,20,0,0,0,0,0,0,-0.58,30.43,14.569474,21.077778,7.521584,56.574219,0.516256,12.130001,-0.253719,2.074123,6.354447,5.93,6.107778,14.569474,4.31548,-0.292365,0.178113,0.2962,-0.067748,0.041273,-0.05,0.94,3.52,7.32,8.66,10.167002,13,15.29,17.5,19.860001,20.790001,21.65,23.98,25.65,27.699102,0.488535,16.396333,17.605929,1,79,26.318201,5.952381,15.11687,228.51977,0.574388,23,0.406855,2.507809,12.431284,26.318201,8.597494,0.729866,0.616147,0.326675,0.084893,0.071666,2,5,7,11,14,17,21,25,29,34,37,40,47,54,63,38.552189,29.286224,40.631808,3893,4103,65.191127,31.184393,53.633119,23.468951,74.410774,32.560903,6583,3149,7514,3288,10098,14010,51.583832
F1,2017,14113,9813,3764,506,30,0,0,0,0,0,0,-0.74,30.33,13.700217,11.09619,6.469847,41.858919,0.472244,9.380001,-0.067687,2.418625,5.318544,4.690001,5.10381,13.700217,3.693739,-0.058003,0.311747,0.269612,-0.015703,0.084399,0.01,2.39,4.661999,8.22,9.4,10.34,11.82,13.43,15.44,17.754004,18.780001,19.93,21.84,23.924004,27.057598,0.464764,15.15097,16.227795,1,190,27.120102,7,16.0849,258.724024,0.593099,24,0.478497,3.176299,13.294671,27.120102,9.132961,0.811919,0.54643,0.33676,0.0889,0.05983,2,5,7,11,14,16,21,26,31,35,38,41.599609,49,56,66,27.636808,19.712322,28.350148,2712,2782,62.111485,78.30429,48.196698,65.03224,69.316213,93.528992,6095,7684,6802,9178,9813,14113,49.56811
F2,2017,14071,10098,3454,493,26,0,0,0,0,0,0,-0.62,31.709999,13.098109,12.209365,6.473179,41.90204,0.494207,10.175,-0.096569,2.203836,5.376917,5.099999,5.090634,13.098109,3.713528,-0.090604,0.220775,0.283516,-0.024398,0.059451,-0.01,1.865,4.13,7.05,8.36,9.63,11.42,12.96,14.99,17.24,18.535,19.73,21.440001,23.040001,25.030001,0.424315,14.610254,15.696518,1,85,28.252718,5,16.243854,263.862781,0.574948,24,0.328197,2.465726,13.406109,28.252718,9.25807,0.583611,0.609416,0.327688,0.063038,0.065825,2,5,7,12,15,18,23,28,32,37,39,42,50,57,67,25.262428,18.534575,25.826896,2551,2608,59.972272,66.062587,49.079667,54.94279,68.38978,76.559715,6056,6671,6906,7731,10098,14071,51.265
F3,2017,14098,10039,3501,526,32,0,0,0,0,0,0,-0.44,37.919998,15.713467,19.653332,7.758127,60.188528,0.493725,10.889999,0.015447,2.635051,6.354905,5.42,5.576667,15.713467,4.403267,-0.091029,0.420885,0.280222,-0.020673,0.095585,0.0397,2.3,4.836999,8.67,10.26,11.531001,13.81,16.02,18.65,20.18,21.15,22.255997,24.860001,27.824511,34.42363,0.421102,17.524192,18.874685,1,88,27.312598,30,15.887465,252.411533,0.58169,24,0.362944,2.474703,13.097907,27.312598,9.047512,0.657638,0.598886,0.331258,0.072687,0.066193,2,4,6,11,14,17,22,27,31,35,38,41,49,56,65,40.701265,31.132075,43.719494,4086,4389,64.199621,44.068134,51.177472,33.770748,71.869708,47.425042,6445,4424,7215,4761,10039,14098,44.604077
F4,2017,13620,9898,3252,444,26,0,0,0,0,0,0,-0.8,32.970001,14.786385,16.889048,7.565414,57.235488,0.511647,10.429999,-0.037807,2.436311,6.182394,5.105,5.199049,14.786385,4.309285,-0.098889,0.41198,0.291436,-0.022948,0.095603,-0.01,1.68,3.74,7.55,9.39,10.69,13.29,15.655,17.24,18.950001,19.82,20.860001,24.4,27.680498,31.678097,0.461545,16.609289,17.92065,1,87,28.008664,26.936508,15.914475,253.270503,0.568198,24,0.381739,2.510593,13.070379,28.008664,9.057806,0.703088,0.651147,0.323393,0.077622,0.071888,2,5,7,12,15,18,23,27,31,36,39,42,50,56,66,29.450394,23.898678,32.885431,2915,3255,64.194787,51.505355,53.876652,42.371512,74.136189,58.304708,6354,5098,7338,5771,9898,13620,45.665917
K4,2017,13786,9951,3290,520,25,0,0,0,0,0,0,-1.01,32,12.172231,0.037937,7.794741,60.757986,0.640371,12.82,0.004071,1.983046,6.739276,6.280001,13.122064,12.172231,4.47684,-0.035726,0.082492,0.367791,-0.00798,0.018426,-0.21,0.03,0.52,4.08,5.6,7.03,9.39,13.16,15.26,17.35,18.42,19.59,21.66,24.084999,28.661503,0.399341,14.453954,15.905591,1,109,34.522487,4.428571,20.902696,436.922708,0.605481,32,0.451266,2.610214,17.241869,34.522487,11.865388,1.077623,0.779754,0.3437,0.090821,0.065717,2,5,8,13,17,21,27,33,39,45,49,53,63,72,87,24.198573,17.989264,24.922118,2408,2480,66.043614,97.658527,52.894241,94.9514,73.279067,131.544568,6572,9718,7292,13090,9951,13786,41.472346
L1,2017,13818,10105,3082,582,49,0,0,0,0,0,0,-0.7,29.17,16.644858,18.739206,7.588618,57.587121,0.455914,8.76,-0.862352,2.789401,6.037779,4.07,4.050795,16.644858,4.153983,-0.880663,0.467909,0.249566,-0.212005,0.112641,-0.13,0.37,2.99,10.54,13.27,14.92,17.120001,18.67,19.92,21.24,22.030001,22.9,24.950001,26.120001,27.559999,0.580678,18.293011,19.229017,1,93,30.874584,6.84127,18.18681,330.760053,0.589054,28,0.350536,2.421413,15.090678,30.874584,10.371171,0.746268,0.600349,0.335913,0.071956,0.057886,2,5,7,12,15,19,25,30,35,40,43,47,56,63,74,51.56853,39.253148,53.676398,5211,5424,79.238001,64.285007,62.346215,49.45723,85.254824,67.629886,8007,6496,8615,6834,10105,13818,59.384388
L2,2017,13773,10023,3158,546,46,0,0,0,0,0,0,-0.74,26.559999,13.174626,19.193333,6.973554,48.630462,0.529317,10.68,-0.54054,2.134349,5.873151,4.48,4.453333,13.174626,3.927616,-0.591592,0.169695,0.29812,-0.150624,0.043206,-0.1,0.3,1.232,5.73,8,10.14,13.1,15.04,16.48,17.950001,18.68,19.360001,21,22.299999,24.195606,0.509693,14.906298,15.907478,1,93,30.571117,34.587302,17.575334,308.892361,0.5749,27,0.329684,2.373477,14.607705,30.571117,10.033127,0.691908,0.586777,0.32819,0.068962,0.058484,2,5,7,13,16,19,25,30,35,40,43,46,55,62,72,21.061558,15.479561,21.271077,2111,2132,75.246932,29.063155,59.703768,21.418718,82.041305,29.432306,7542,2913,8223,2950,10023,13773,53.438851
L3,2017,13539,10020,2878,595,46,0,0,0,0,0,0,-0.75,31.200001,18.511777,24.607143,7.745369,59.990735,0.418402,9.299999,-1.046209,3.190591,6.097641,4.25,4.207144,18.511777,4.174644,-1.061356,0.491743,0.225513,-0.254239,0.117793,-0.11,0.48,4.908,12.8,15.09,16.784,18.969999,20.58,22.187998,23.700001,24.389999,24.969999,26.309999,27.120001,28.83,0.602873,20.066694,20.945429,1,86,29.238053,34.730159,16.962917,287.740564,0.580166,26,0.361738,2.498892,13.934867,29.238053,9.655094,0.68795,0.695786,0.330224,0.071253,0.072064,2,5,7,12,15,18,24,29,33,38,41,44,53,60,70,68.203593,53.7115,72.57485,6834,7272,77.53493,31.227545,62.596942,23.310437,84.580838,31.497006,7769,3129,8475,3156,10020,13539,63.199029
L4,2017,13697,9859,3211,571,56,0,0,0,0,0,0,-0.61,35.389999,17.256538,20.532857,8.644686,74.730592,0.500951,12.54,-0.389624,2.264413,7.185927,6.059999,5.952857,17.256538,4.917587,-0.499424,0.327565,0.284969,-0.101559,0.066611,-0.08,0.64,3.716,9.01,11.39,13.11,15.97,18.809999,20.67,22.832003,23.93,25.219999,27.674004,29.35,32.952003,0.496293,19.300602,20.610812,1,104,29.189604,5.904762,17.286829,298.834448,0.592226,26,0.460325,2.634354,14.213118,29.189604,9.807097,0.910275,0.688357,0.335979,0.092818,0.07019,2,5,7,12,15,18,23,28,33,38,41,44,53,60,72,54.853433,43.812514,60.868242,5408,6001,68.445076,51.272949,56.056071,40.789954,77.878081,56.669033,6748,5055,7678,5587,9859,13697,51.343367
M1,2017,14217,10019,3605,556,37,0,0,0,0,0,0,-0.6,26.870001,12.4073,-0.163968,7.15172,51.147102,0.576412,11.780001,-0.228306,1.935527,6.109303,5.51,13.833968,12.4073,4.101011,-0.269196,0.098895,0.330532,-0.065641,0.024115,-0.09,0.31,1.41,4.59,6.16,8.01,11.263999,13.67,15.42,17.040001,17.940001,19.08,21.43,22.709999,25.219999,0.473509,14.320775,15.508691,1,93,25.948231,6.84127,15.713454,246.912626,0.605569,23,0.536295,2.669631,12.956896,25.948231,8.889336,1.017718,0.605031,0.34258,0.114487,0.068063,2,5,7,11,13,15,20,24,29,34,36,40,48,55,66,22.567122,16.262221,23.076155,2261,2312,71.114882,99.940114,55.658718,99.472463,78.979938,141.151812,7125,10013,7913,14142,10019,14217,48.187503
